"Title","Artist","ConstituentID","Date","Medium","Classification","Dim_cm2","Style"
"Woman Nr. 9 (Frau Nr. 9) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4932.9,"Arte Contemporáneo"
"Woman Nr. 10 (Frau Nr. 10) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4920.72,"Arte Contemporáneo"
"Woman Nr. 11 (Frau Nr. 11) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4924.8,"Arte Contemporáneo"
"Woman Nr. 12 (Frau Nr. 12) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4936.88,"Arte Contemporáneo"
"Woman Nr. 13 (Frau Nr. 13) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4941,"Arte Contemporáneo"
"Woman Nr. 14 (Frau Nr. 14) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4934.9,"Arte Contemporáneo"
"Woman Nr. 15 (Frau Nr. 15) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4928.8,"Arte Contemporáneo"
"Woman Nr. 16 (Frau Nr. 16) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4914.63,"Arte Contemporáneo"
"Woman Nr. 17 (Frau Nr. 17) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4941,"Arte Contemporáneo"
"Woman Nr. 18 (Frau Nr. 18) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4924.8,"Arte Contemporáneo"
"Grande el Sombrero/Hat's too Big from Recurrent Goya","Enrique Chagoya","7480",2012,"One from a portfolio of fourteen etching and aquatints with letterpress","Print",1032.3,"Arte Contemporáneo"
"Que sacrificio!/What a sacrifice! from Recurrent Goya","Enrique Chagoya","7480",2012,"One from a portfolio of fourteen etching and aquatints with letterpress","Print",1036,"Arte Contemporáneo"
"Aquellos polvos/Those specks of dust from Recurrent Goya","Enrique Chagoya","7480",2012,"One from a portfolio of fourteen etching and aquatints with letterpress","Print",1036,"Arte Contemporáneo"
"Porque esconderlos?/Why hide them? from Recurrent Goya","Enrique Chagoya","7480",2012,"One from a portfolio of fourteen etching and aquatints with letterpress","Print",1036,"Arte Contemporáneo"
"Tu que no puedes/Thou who canst not from Recurrent Goya","Enrique Chagoya","7480",2012,"One from a portfolio of fourteen etching and aquatints with letterpress","Print",1036,"Arte Contemporáneo"
"El sueño de la razón produce monstrous/The sleep of reason produces monsters from Recurrent Goya","Enrique Chagoya","7480",2012,"One from a portfolio of fourteen etching and aquatints with letterpress","Print",1036,"Arte Contemporáneo"
"Mucho hay que chupar/There is plenty to suck from Recurrent Goya","Enrique Chagoya","7480",2012,"One from a portfolio of fourteen etching and aquatints with letterpress","Print",1032.3,"Arte Contemporáneo"
"Subir y bajar/To rise and to fall from Recurrent Goya","Enrique Chagoya","7480",2012,"One from a portfolio of fourteen etching and aquatints with letterpress","Print",1036,"Arte Contemporáneo"
"Drawing Which Makes Itself: M.G.'s Piece","Dorothea Rockburne","4972",1973,"Carbon paper and pencil on wall","Drawing",83868.16,"Pop Art"
"La rémission des chutes","Alain Huck","43705",2012,"Digital print","Print",2484.67,"Arte Contemporáneo"
"Untitled (Luhring Augustine Hetzler, Santa Monica, CA, 1990)","Christopher Williams","28858",1990,"Offset lithograph","Print",4218,"Postmodernismo"
"Untitled (Texte zur Kunst, Kassel, Germany, 1992)","Christopher Williams","28858",1992,"Offset lithograph","Print",2478.74,"Postmodernismo"
"Untitled (Kunstverein München, Germany, 1993)","Christopher Williams","28858",1993,"Offset lithograph","Print",4981.2,"Postmodernismo"
"Untitled (Williams Studio, Dakar, Senegal, 1996)","Christopher Williams","28858",1996,"Offset lithograph","Print",2845.8,"Postmodernismo"
"Untitled (Kunsthalle Basel, Switzerland, 1996)","Christopher Williams","28858",1996,"Offset lithograph","Print",11584,"Postmodernismo"
"Untitled (Kunstverein Hamburg, Germany, 1997-1998)","Christopher Williams","28858",1997,"Offset lithograph","Print",4989.6,"Postmodernismo"
"Untitled (Haus Lange - Haus Esters, Krefeld, Germany, 2000-2001)","Christopher Williams","28858",2000,"Offset lithograph","Print",4969.34,"Arte Contemporáneo"
"Untitled (Govett-Brewster Art Gallery, New Plymouth, New Zealand, 2001)","Christopher Williams","28858",2001,"Offset lithograph","Print",9776,"Arte Contemporáneo"
"Untitled (Kunstverein Braunschweig, Germany, 2005)","Christopher Williams","28858",2005,"Offset lithograph","Print",4981.2,"Arte Contemporáneo"
"Untitled (Vienna Secession, Austria, 2005-2006)","Christopher Williams","28858",2005,"Offset lithograph","Print",2484.67,"Arte Contemporáneo"
"Untitled (Museu de Serralves, Porto, Portugal, 2006)","Christopher Williams","28858",2006,"Offset lithograph","Print",21000,"Arte Contemporáneo"
"Untitled (Sammlung Haubrok, Berlin, Germany, 2007)","Christopher Williams","28858",2007,"Offset lithograph","Print",3432.09,"Arte Contemporáneo"
"Untitled (Kunsthalle Zürich, Switzerland, 2007)","Christopher Williams","28858",2007,"Offset lithograph","Print",2484.67,"Arte Contemporáneo"
"Untitled (Kunsthalle Zürich (Opening), Switzerland, 2007)","Christopher Williams","28858",2007,"Offset lithograph","Print",11456,"Arte Contemporáneo"
"Untitled (Radio Danièle, Bologna, Italy, 2006)","Christopher Williams","28858",2006,"Offset lithograph","Print",2467.91,"Arte Contemporáneo"
"Untitled (MAK Center, Los Angeles, CA, 2001)","Christopher Williams","28858",2001,"Offset lithograph","Print",10184.13,"Arte Contemporáneo"
"Untitled (Lodz Biennale, Poland, 2004)","Christopher Williams","28858",2004,"Offset lithograph","Print",6060.6,"Arte Contemporáneo"
"Tahitian Woman with Evil Spirit","Paul Gauguin","2098",1900,"Recto: oil transfer drawing; verso: graphite and colored pencil","Print",2990,"Impresionismo"
"Algorithms, Apparitions and Translations","Julie Mehretu","25414",2013,"Series of five etchings with aquatint, drypoint, and engraving","Print",7500.24,"Arte Contemporáneo"
"Verweste Leiche from Criminal Investigations (Die Morduntersuchung)","Daniel Spoerri","5569",1971,"Screenprint on canvas","Print",4563,"Pop Art"
"Untitled (Stono Drawing)","Kerry James Marshall","8285",2012,"Watercolor, ink, and pencil on paper","Drawing",5118.1,"Arte Contemporáneo"
"Views from Inner to Outer Compartments","Walid Raad","35285",2013,"Portfolio of nine photoengravings","Print",2120.8,"Arte Contemporáneo"
"Luminescent Mushroom Farm, 2012 from Fade to Black 3","Philippe Parreno","28190",2013,"Screenprint, printed in phosphorescent ink","Print",14041.86,"Arte Contemporáneo"
"Fraught Times, A Song Written by The Monroe Transfer to Play During the Ritual When the Christmas Trees are Delivered, 2008 from Fade to Black 3","Philippe Parreno","28190",2013,"Screenprint, printed in phosphorescent ink","Print",14031.88,"Arte Contemporáneo"
"Invisibleboy, Propaganda Rabbits, 2010 from Fade to Black 3","Philippe Parreno","28190",2013,"Screenprint, printed in phosphorescent ink","Print",14031.88,"Arte Contemporáneo"
"Meander No. 5","Julije Knifer","30437",1960,"Oil on canvas","Painting",5808,"Pop Art"
"Ombre","Markus Raetz","4787",2007,"Portfolio of seventeen photogravures","Print",1117.5,"Arte Contemporáneo"
"Nisshin Maru","Matthew Barney","7005",2007,"Portfolio of eight photogravures","Print",2321.56,"Arte Contemporáneo"
"Perspective Correction, My Studio I, 2: Square with 2 Diagonals on Wall","Jan Dibbets","1533",1969,"Gelatin silver emulsion on canvas","Painting",13374.9,"Pop Art"
"Untitled (David Zwirner, New York, NY, 2011)","Christopher Williams","28858",2011,"Offset lithograph","Print",1202.49,"Arte Contemporáneo"
"Untitled (Williams Klasse, Kunstakademie Düsseldorf, Germany, 2012)","Christopher Williams","28858",2012,"Offset lithograph","Print",2484.67,"Arte Contemporáneo"
"Untitled (Williams Klasse, Kunstakademie Düsseldorf, Germany, 2011)","Christopher Williams","28858",2011,"Offset lithograph","Print",2494.8,"Arte Contemporáneo"
"Untitled (Kabinett für aktuelle Kunst, Bremerhaven, Germany, 2012-2013)","Christopher Williams","28858",2012,"Offset lithograph","Print",2385.42,"Arte Contemporáneo"
"Kabinett für aktuelle Kunst, Bremerhaven","Isa Genzken","28632",1978,"Screenprint","Print",2400.36,"Pop Art"
"Realistic Manifesto (Realisticheskii Manifest)","Naum Gabo, Antoine Pevsner","2043, 4591",1920,"Broadside","Print",4327.68,"Surrealismo"
"Revolver, page from Éventail des Saveurs (Range of Flavors)","Guillaume Apollinaire","14265",1917,"Ink and pencil on paper","Drawing",401.76,"Cubismo"
"Homage to New York drawing","Jean Tinguely","5882",1960,"Pencil, ink, and felt-tip pen on paper","Drawing",1846.28,"Pop Art"
"Look Ahead (for Parkett no. 92)","Jimmie Durham","30899",2013,"Screenprint","Print",6400,"Arte Contemporáneo"
"Abelmuth","Joe Bradley","40534",2008,"Grease pencil on canvas","Painting",15483.84,"Arte Contemporáneo"
"Dead","Gerhard Richter","4907",1963,"Oil on canvas","Painting",15261.1,"Pop Art"
"Untitled from Large Illumination Drawings","Simone Forti","34908",1972,"Charcoal on paper","Drawing",2946.3,"Pop Art"
"The Incestuous Kids","Alan Shields","5396",1973,"Portfolio of nine screenprints with embossing, woodcut, linoleum cut, dye-cutting, flocking and glass bead additions","Print",400,"Pop Art"
"Sleepers","George Tooker","5900",1959,"Pencil on paper","Drawing",2277.32,"Expresionismo Abstracto"
"Blue Plaid Cap/Brown Plaid Body","Mike Kelley","3045",1997,"Watercolor and synthetic polymer paint on paper","Drawing",3322.9,"Postmodernismo"
"Vicksburg","Edward Ruscha","5086",1960,"Ink and letterpress on paper","Drawing",602.64,"Pop Art"
"L'Anglais au Moulin Rouge (Englishman at the Moulin Rouge)","Henri de Toulouse-Lautrec","5910",1892,"Lithograph","Print",2895.45,"Impresionismo"
"Aux Ambassadeurs (At the Ambassadeurs)","Henri de Toulouse-Lautrec","5910",1894,"Lithograph","Print",2640.2,"Impresionismo"
"La danse au Moulin Rouge (The Danse at the Moulin Rouge)","Henri de Toulouse-Lautrec","5910",1897,"Lithograph","Print",1849.55,"Impresionismo"
"Trainspotting","Danny Boyle","44705",1996,"U.S. one-sheet","Poster",6969.76,"Postmodernismo"
"April 2, 2013 - April 11, 2013","Ryan Sullivan","44638",2013,"Latex, synthetic polymer paint, enamel, and lacquer on canvas","Painting",39030.86,"Arte Contemporáneo"
"Training for War","William H. Johnson","22989",1941,"Screenprint and pochoir with hand additions","Print",1281.8,"Expresionismo Abstracto"
"Off to War","William H. Johnson","22989",1941,"Screenprint and pochoir with hand additions","Print",1560.46,"Expresionismo Abstracto"
"Jitterbugs II","William H. Johnson","22989",1941,"Screenprint and pochoir with hand additions","Print",1512,"Expresionismo Abstracto"
"Jitterbugs V","William H. Johnson","22989",1941,"Screenprint and pochoir with hand additions","Print",1265.4,"Expresionismo Abstracto"
"Proof for Folk Family","William H. Johnson","22989",1941,"Screenprint and pochoir with hand additions","Print",1584.46,"Expresionismo Abstracto"
"Coral Krylon","Jeff Elrod","44700",2013,"Synthetic polymer paint, spray paint, and UV ink on canvas","Painting",39547.8,"Arte Contemporáneo"
"Sid and Nancy","Alex Cox","44707",1986,"Original one-sheet","Poster",7487.92,"Postmodernismo"
"Hurry Slowly 1-5 (Apresúrate Despacio 1-5)","Nicolás Paris","43702",2008,"Series of five lithographs","Print",3996,"Arte Contemporáneo"
"Computographics","Keith Sonnier","5526",1994,"Series of five accordion-folded photoetchings, two with collage additions","Print",5151.25,"Postmodernismo"
"Effi Briest","Rainer Werner Fassbinder","26614",1975,"German original one-sheet","Poster",4952.58,"Pop Art"
"Katzelmacher","Rainer Werner Fassbinder","26614",1969,"German original one-sheet","Poster",4952.58,"Pop Art"
"Mutter Küsters Fahrt Zum Himmel","Rainer Werner Fassbinder","26614",1975,"German one-sheet","Poster",4952.58,"Pop Art"
"Satansbraten","Rainer Werner Fassbinder","26614",1976,"German original one-sheet","Poster",4952.58,"Pop Art"
"La Cinese La Chinoise","Jean-Luc Godard","32250",1967,"Italian one-sheet","Poster",6326.2,"Pop Art"
"Down by Law","Jim Jarmusch","32280",1986,"U.S. one-sheet","Poster",7141.26,"Postmodernismo"
"Stranger Than Paradise","Jim Jarmusch","32280",1984,"U.S. one-sheet","Poster",7141.26,"Postmodernismo"
"Andy Warhol’s Frankenstein Frankenstein by Andy Warhol","Paul Morrissey","112220",1973,"Italian one-sheet","Poster",8143.85,"Pop Art"
"Trash","Paul Morrissey","112220",1970,"U.S. one-sheet","Poster",7141.26,"Pop Art"
"Portrait of Howard Swanson","Beauford Delaney","40994",1967,"Oil on canvas","Painting",7987.46,"Pop Art"
"Pulverschmauch from Criminal Investigations (Die Morduntersuchung)","Daniel Spoerri","5569",1971,"Screenprint on canvas","Print",4641,"Pop Art"
"Schussrichtungsstab from Criminal Investigations (Die Morduntersuchung)","Daniel Spoerri","5569",1971,"Screenprint on canvas","Print",4700.5,"Pop Art"
"Beilverletzungen from Criminal Investigations (Die Morduntersuchung)","Daniel Spoerri","5569",1971,"Screenprint on canvas","Print",4631.5,"Pop Art"
"Selbsterhangen from Criminal Investigations (Die Morduntersuchung)","Daniel Spoerri","5569",1971,"Screenprint on canvas","Print",4572.5,"Pop Art"
"An Indigenous Manifesto (1999)","Charles Gaines","40564",2013,"Pencil on paper","Drawing",30510.48,"Arte Contemporáneo"
"Malcom X Speech at Ford Auditorium (1965)","Charles Gaines","40564",2013,"Pencil on paper","Drawing",28652.47,"Arte Contemporáneo"
"Indocumentalisimo (2010)","Charles Gaines","40564",2013,"Pencil on paper","Drawing",34324.29,"Arte Contemporáneo"
"Declaration of the Rights of Woman (1971)","Charles Gaines","40564",2013,"Pencil on paper","Drawing",30510.48,"Arte Contemporáneo"
"Clinical Study, towards a Heroic-Erotic Monument in the Academic/Comics Style","Claes Oldenburg","4397",1965,"Ballpoint pen on paper","Drawing",6705.6,"Pop Art"
"Spatial Poem No. 3 [falling event]","Mieko Shiomi","5403",1966,"Lithograph","Print",405.06,"Pop Art"
"Spatial Poem No. 4 [shadow event]","Mieko Shiomi, Arthur Köpcke","5403, 18701",1971,"Diazotype and screenprint on plastic","Print",148.75,"Pop Art"
"Spatial Poem No. 4 [panorama of colors]","Mieko Shiomi","5403",1967,"Lithograph and mailed envelope","Print",147.6,"Pop Art"
"Spatial Poem No. 6 [orbit event]","Mieko Shiomi","5403",1973,"Lithograph","Print",322.2,"Pop Art"
"Spatial Poem No. 7 [sound event]","Mieko Shiomi","5403",1974,"Lithograph","Print",463.61,"Pop Art"
"Spatial Poem No. 8 [wind event]","Mieko Shiomi","5403",1974,"Lithograph","Print",318.62,"Pop Art"
"Spatial Poem No. 9 [disappearing event]","Mieko Shiomi","5403",1975,"Lithograph","Print",129,"Pop Art"
"Untitled from Ombre","Markus Raetz","4787",2007,"One from a portfolio of seventeen photogravures","Print",1117.5,"Arte Contemporáneo"
"Millenial Project for an Urban Plaza","Rodney Graham","25983",1986,"Two blueprints","Print",3254.68,"Postmodernismo"
"Landor's Cottage with Annex","Rodney Graham","25983",1987,"Blueprint","Print",4521.2,"Postmodernismo"
"Projects (""Here is the ideal proportion for a book..."")","Rodney Graham","25983",1988,"Offset lithograph and folded poster","Print",2683.52,"Postmodernismo"
"Parsifal Score. One Signature.","Rodney Graham","25983",1989,"Unfolded quarto signature in a hinged double-sided frame","Print",3909.6,"Postmodernismo"
"Five Tyres remoulded","Richard Hamilton","2481",1971,"Portfolio of seven screenprints, one rubber relief, and one collotype","Print",5100,"Pop Art"
"Interiors, The Berlin Studies of Jacob and Wilhelm Grimm","Rodney Graham","25983",1993,"Portfolio of ten photoetchings with colored mats, and two posters","Print",1289.61,"Postmodernismo"
"Recital: 10 Studies Composed on the System of Parsifal","Rodney Graham","25983",1996,"","Print",14447.52,"Postmodernismo"
